registro,id,duracion_estadia,genero,edad,ninos,codigo_destino,tipo_acomodacion
"""Registro 4094""",1006191,3,F,34,1,US,Hotel
"""Registro 4095""",1004821,4,F,45,0,NL,Hotel
"""Registro 4096""",1010849,3,F,43,0,COL,AirBnB
"""Registro 4097""",1007680,2,F,42,1,US,AirBnB
"""Registro 4098""",1003273,5,M,35,1,ES,AirBnB
"""Registro 4099""",1003391,5,M,<NA>,1,ES,Hotel
"""Registro 4100""",1003549,4,F,40,0,AR,AirBnB
"""Registro 4101""",1000430,2,F,41,1,NL,Hotel
"""Registro 4102""",1006872,7,M,<NA>,0,AR,AirBnB
"""Registro 4103""",1010523,3,M,<NA>,1,<NA>,AirBnB
"""Registro 4104""",1013943,2,M,43,1,US,Hotel
"""Registro 4105""",1003641,2,F,27,1,<NA>,Hotel
"""Registro 4106""",1013469,5,F,41,1,UK,AirBnB
"""Registro 4107""",1004521,3,M,40,0,PE,Hotel
"""Registro 4108""",1000170,2,M,40,<NA>,<NA>,Hotel
"""Registro 4109""",1004422,4,F,40,0,COL,AirBnB
"""Registro 4110""",1006030,4,F,39,0,ES,AirBnB
"""Registro 4111""",1005660,6,F,45,1,US,AirBnB
"""Registro 4112""",1005953,7,F,37,0,UK,AirBnB
"""Registro 4113""",1011628,6,F,35,1,IT,Hotel
"""Registro 4114""",1002974,6,F,45,0,UK,Hotel
"""Registro 4115""",1012319,4,M,35,0,NL,Hotel
"""Registro 4116""",1006699,7,F,48,<NA>,IT,Hotel
"""Registro 4117""",1005608,3,M,39,0,UK,Hotel
"""Registro 4118""",1012639,3,F,43,1,<NA>,AirBnB
"""Registro 4119""",1009204,3,F,41,0,PE,Hotel
"""Registro 4120""",1011504,1,F,40,1,AR,Hotel
"""Registro 4121""",1001887,5,F,39,0,ES,AirBnB
"""Registro 4122""",1002293,3,F,39,1,ES,Hotel
"""Registro 4123""",1002424,1,F,51,1,PE,AirBnB
"""Registro 4124""",1009207,6,M,36,1,NL,Hotel
"""Registro 4125""",1005502,6,F,33,0,UK,AirBnB
"""Registro 4126""",1004863,4,F,44,0,COL,Hotel
"""Registro 4127""",1014075,3,F,40,0,NL,AirBnB
"""Registro 4128""",1001063,3,M,41,0,UK,AirBnB
"""Registro 4129""",1013393,3,M,37,1,ES,Hotel
"""Registro 4130""",1010492,7,F,39,1,US,Hotel
"""Registro 4131""",1003595,3,M,43,1,US,Hotel
"""Registro 4132""",1002023,2,M,30,0,PE,Hotel
"""Registro 4133""",1011654,7,F,41,0,AR,Hotel
"""Registro 4134""",1005563,2,F,47,0,<NA>,Hotel
"""Registro 4135""",1014019,4,M,36,0,US,AirBnB
"""Registro 4136""",1000183,6,M,35,0,UK,Hotel
"""Registro 4137""",1004107,2,M,42,<NA>,US,Hotel
"""Registro 4138""",1008646,7,F,36,1,<NA>,Hotel
"""Registro 4139""",1009877,3,F,49,1,AR,AirBnB
"""Registro 4140""",1002938,5,M,37,1,UK,AirBnB
"""Registro 4141""",1002539,4,F,45,1,COL,AirBnB
"""Registro 4142""",1013648,4,F,36,0,UK,Hotel
"""Registro 4143""",1011270,3,M,40,0,AR,Hotel
"""Registro 4144""",1007573,7,M,35,1,UK,AirBnB
"""Registro 4145""",1007043,4,F,39,<NA>,ES,AirBnB
"""Registro 4146""",1007252,5,M,45,1,NL,Hotel
"""Registro 4147""",1005657,7,M,34,0,COL,Hotel
"""Registro 4148""",1012792,3,F,37,1,COL,Hotel
"""Registro 4149""",1004268,8,M,37,1,IT,AirBnB
"""Registro 4150""",1001375,3,F,46,0,AR,Hotel
"""Registro 4151""",1011131,2,M,40,0,AR,Hotel
"""Registro 4152""",1010202,3,M,38,0,UK,Hotel
"""Registro 4153""",1003562,4,M,40,1,IT,AirBnB
"""Registro 4154""",1001009,2,M,37,0,ES,Hotel
"""Registro 4155""",1009320,3,F,41,1,NL,AirBnB
"""Registro 4156""",1001582,5,F,33,0,PE,AirBnB
"""Registro 4157""",1005873,3,M,<NA>,1,US,AirBnB
"""Registro 4158""",1008427,4,F,53,0,PE,Hotel
"""Registro 4159""",1012657,5,F,42,0,AR,Hotel
"""Registro 4160""",1007321,6,M,34,0,NL,Hotel
"""Registro 4161""",1008710,5,M,37,1,US,AirBnB
"""Registro 4162""",1002485,3,F,49,0,AR,Hotel
"""Registro 4163""",1006720,3,F,47,0,ES,Hotel
"""Registro 4164""",1002789,3,F,37,0,IT,AirBnB
"""Registro 4165""",1013168,7,F,41,1,AR,Hotel
"""Registro 4166""",1006682,4,M,40,1,PE,AirBnB
"""Registro 4167""",1006600,3,M,51,0,AR,AirBnB
"""Registro 4168""",1006376,1,M,44,0,COL,Hotel
"""Registro 4169""",1005248,7,M,37,0,NL,Hotel
"""Registro 4170""",1013200,4,F,40,1,NL,Hotel
"""Registro 4171""",1000751,2,M,42,<NA>,UK,AirBnB
"""Registro 4172""",1002827,4,F,39,1,UK,Hotel
"""Registro 4173""",1009805,4,M,37,0,NL,Hotel
"""Registro 4174""",1004188,4,F,43,0,UK,Hotel
"""Registro 4175""",1001148,5,M,46,0,NL,AirBnB
"""Registro 4176""",1000487,3,M,48,<NA>,COL,AirBnB
"""Registro 4177""",1004829,3,F,48,1,US,AirBnB
"""Registro 4178""",1007199,2,F,47,1,NL,AirBnB
"""Registro 4179""",1004569,3,F,45,0,COL,AirBnB
"""Registro 4180""",1010989,4,F,43,0,<NA>,Hotel
"""Registro 4181""",1011325,5,F,45,0,NL,Hotel
"""Registro 4182""",1009792,4,M,48,0,NL,AirBnB
"""Registro 4183""",1013690,5,M,43,1,UK,Hotel
"""Registro 4184""",1002309,4,F,43,1,<NA>,Hotel
"""Registro 4185""",1004957,5,F,40,0,AR,AirBnB
"""Registro 4186""",1010602,2,F,42,0,AR,Hotel
"""Registro 4187""",1010149,4,F,<NA>,1,COL,AirBnB
"""Registro 4188""",1005865,2,F,46,0,<NA>,Hotel
"""Registro 4189""",1008204,6,F,42,1,IT,AirBnB
"""Registro 4190""",1006721,4,M,37,1,<NA>,AirBnB
"""Registro 4191""",1009802,4,M,43,1,NL,Hotel
"""Registro 4192""",1010397,4,M,43,1,AR,AirBnB
"""Registro 4193""",1002970,4,F,40,1,US,Hotel
"""Registro 4194""",1003607,4,F,44,0,<NA>,Hotel
"""Registro 4195""",1007660,2,F,41,0,AR,Hotel
"""Registro 4196""",1012642,4,M,42,1,UK,Hotel
"""Registro 4197""",1001680,4,M,32,0,US,AirBnB
"""Registro 4198""",1013275,6,M,40,0,PE,Hotel
"""Registro 4199""",1007067,5,M,34,0,ES,Hotel
"""Registro 4200""",1000753,3,M,38,1,<NA>,AirBnB
"""Registro 4201""",1007195,6,F,<NA>,1,US,Hotel
"""Registro 4202""",1000115,5,M,42,0,COL,AirBnB
"""Registro 4203""",1006984,9,M,45,0,NL,AirBnB
"""Registro 4204""",1003141,7,M,<NA>,1,PE,AirBnB
"""Registro 4205""",1010248,3,M,33,1,NL,AirBnB
"""Registro 4206""",1009869,5,F,49,1,US,AirBnB
"""Registro 4207""",1011568,2,M,33,0,<NA>,Hotel
"""Registro 4208""",1002287,2,M,<NA>,1,NL,Hotel
"""Registro 4209""",1005923,4,M,42,0,PE,AirBnB
"""Registro 4210""",1004502,3,F,45,0,AR,Hotel
"""Registro 4211""",1008190,5,F,<NA>,0,UK,Hotel
"""Registro 4212""",1001018,1,M,37,1,<NA>,Hotel
"""Registro 4213""",1004105,2,F,45,0,<NA>,AirBnB
"""Registro 4214""",1012751,3,F,38,0,UK,AirBnB
"""Registro 4215""",1002241,5,F,45,1,US,Hotel
"""Registro 4216""",1007519,5,F,46,<NA>,<NA>,Hotel
"""Registro 4217""",1012035,1,M,38,1,NL,AirBnB
"""Registro 4218""",1002901,4,F,39,1,ES,Hotel
"""Registro 4219""",1003900,2,F,48,1,PE,Hotel
"""Registro 4220""",1006328,4,M,37,1,PE,AirBnB
"""Registro 4221""",1003614,4,F,41,0,ES,Hotel
"""Registro 4222""",1013737,3,M,46,1,AR,Hotel
"""Registro 4223""",1002511,3,M,48,1,COL,Hotel
"""Registro 4224""",1001547,4,F,36,0,ES,AirBnB
"""Registro 4225""",1011293,5,M,43,1,<NA>,Hotel
"""Registro 4226""",1007612,2,F,<NA>,0,NL,AirBnB
"""Registro 4227""",1007085,2,F,42,1,US,AirBnB
"""Registro 4228""",1002400,3,F,38,<NA>,<NA>,Hotel
"""Registro 4229""",1006636,5,F,35,1,US,Hotel
"""Registro 4230""",1005087,2,F,32,1,UK,Hotel
"""Registro 4231""",1005754,4,M,39,1,ES,AirBnB
"""Registro 4232""",1010526,5,M,38,1,IT,Hotel
"""Registro 4233""",1010375,3,F,45,<NA>,ES,Hotel
"""Registro 4234""",1000480,3,M,44,0,NL,AirBnB
"""Registro 4235""",1003262,6,M,44,0,US,Hotel
"""Registro 4236""",1007883,3,M,33,0,IT,Hotel
"""Registro 4237""",1000554,3,M,40,0,IT,Hotel
"""Registro 4238""",1010761,1,F,31,1,AR,AirBnB
"""Registro 4239""",1002138,5,M,47,1,COL,Hotel
"""Registro 4240""",1010056,2,M,39,1,AR,AirBnB
"""Registro 4241""",1010389,8,M,38,0,<NA>,AirBnB
"""Registro 4242""",1001594,5,F,48,1,PE,Hotel
"""Registro 4243""",1007160,3,M,33,1,NL,AirBnB
"""Registro 4244""",1012336,2,F,47,0,COL,Hotel
"""Registro 4245""",1002262,5,F,39,1,UK,Hotel
"""Registro 4246""",1002677,5,M,33,0,US,Hotel
"""Registro 4247""",1010223,3,M,35,0,AR,Hotel
"""Registro 4248""",1003506,3,F,40,0,US,AirBnB
"""Registro 4249""",1010996,5,M,46,1,US,AirBnB
"""Registro 4250""",1001551,6,M,39,1,COL,AirBnB
"""Registro 4251""",1011952,4,M,45,1,US,Hotel
"""Registro 4252""",1001229,4,F,34,0,ES,Hotel
"""Registro 4253""",1003771,2,M,38,1,ES,AirBnB
"""Registro 4254""",1008785,5,F,32,1,PE,Hotel
"""Registro 4255""",1013374,2,F,42,<NA>,UK,Hotel
"""Registro 4256""",1005315,4,F,<NA>,0,ES,AirBnB
"""Registro 4257""",1007481,7,M,45,1,IT,Hotel
"""Registro 4258""",1002982,8,M,36,1,UK,AirBnB
"""Registro 4259""",1002011,5,F,46,1,NL,Hotel
"""Registro 4260""",1013522,3,M,41,0,AR,AirBnB
"""Registro 4261""",1001073,6,F,42,1,COL,AirBnB
"""Registro 4262""",1003989,3,M,38,1,UK,AirBnB
"""Registro 4263""",1008810,7,M,<NA>,0,COL,Hotel
"""Registro 4264""",1009103,3,M,46,0,AR,AirBnB
"""Registro 4265""",1010585,4,M,42,0,ES,Hotel
"""Registro 4266""",1002139,4,F,40,0,ES,AirBnB
"""Registro 4267""",1010566,5,M,<NA>,0,<NA>,Hotel
"""Registro 4268""",1006920,2,F,47,0,AR,Hotel
"""Registro 4269""",1009740,4,F,44,1,IT,AirBnB
"""Registro 4270""",1003905,5,F,46,0,ES,Hotel
"""Registro 4271""",1002804,8,F,48,1,UK,AirBnB
"""Registro 4272""",1011240,3,M,34,0,UK,Hotel
"""Registro 4273""",1007074,7,F,37,0,COL,AirBnB
"""Registro 4274""",1014082,3,M,42,1,US,AirBnB
"""Registro 4275""",1007946,6,F,39,0,IT,AirBnB
"""Registro 4276""",1008959,2,M,42,1,UK,Hotel
"""Registro 4277""",1008778,2,M,46,1,NL,Hotel
"""Registro 4278""",1013383,4,M,47,1,NL,Hotel
"""Registro 4279""",1002557,5,M,38,1,UK,AirBnB
"""Registro 4280""",1004831,7,F,46,1,UK,AirBnB
"""Registro 4281""",1007276,5,M,30,1,UK,AirBnB
"""Registro 4282""",1002307,6,M,33,0,AR,Hotel
"""Registro 4283""",1000442,6,M,42,<NA>,COL,AirBnB
"""Registro 4284""",1000804,2,F,42,0,<NA>,Hotel
"""Registro 4285""",1000917,7,M,44,<NA>,ES,AirBnB
"""Registro 4286""",1006904,2,M,42,0,AR,Hotel
"""Registro 4287""",1012360,3,F,46,1,<NA>,AirBnB
"""Registro 4288""",1001936,2,M,33,0,PE,Hotel
"""Registro 4289""",1001863,4,F,43,1,US,AirBnB
"""Registro 4290""",1014067,3,M,43,0,COL,Hotel
"""Registro 4291""",1002503,5,M,46,1,UK,AirBnB
"""Registro 4292""",1013016,8,F,45,0,US,Hotel
"""Registro 4293""",1010551,3,F,<NA>,1,PE,Hotel
"""Registro 4294""",1007989,3,M,31,1,PE,AirBnB
"""Registro 4295""",1012756,6,F,<NA>,0,AR,AirBnB
"""Registro 4296""",1000730,3,F,41,1,US,AirBnB
"""Registro 4297""",1003544,3,F,34,1,IT,Hotel
"""Registro 4298""",1009538,2,F,42,1,PE,AirBnB
"""Registro 4299""",1004142,2,F,49,0,US,Hotel
"""Registro 4300""",1012912,2,F,37,0,US,AirBnB
"""Registro 4301""",1003823,2,M,40,1,IT,Hotel
"""Registro 4302""",1008244,4,M,35,0,<NA>,Hotel
"""Registro 4303""",1005210,5,F,42,0,UK,Hotel
"""Registro 4304""",1005730,5,F,36,0,AR,AirBnB
"""Registro 4305""",1011995,3,M,41,0,IT,AirBnB
"""Registro 4306""",1009874,2,F,<NA>,1,COL,AirBnB
"""Registro 4307""",1004346,7,M,45,0,<NA>,AirBnB
"""Registro 4308""",1012888,4,F,36,1,AR,Hotel
"""Registro 4309""",1013258,4,M,43,1,US,AirBnB
"""Registro 4310""",1006738,6,F,43,<NA>,IT,Hotel
"""Registro 4311""",1007836,6,M,<NA>,0,PE,Hotel
"""Registro 4312""",1012854,5,M,49,<NA>,<NA>,Hotel
"""Registro 4313""",1001548,2,F,43,1,NL,AirBnB
"""Registro 4314""",1002805,3,M,37,0,AR,Hotel
"""Registro 4315""",1009683,2,F,44,0,IT,Hotel
"""Registro 4316""",1005832,4,F,37,0,<NA>,AirBnB
"""Registro 4317""",1008549,8,F,42,<NA>,ES,Hotel
"""Registro 4318""",1013610,3,M,37,0,AR,Hotel
"""Registro 4319""",1010758,2,F,41,1,<NA>,Hotel
"""Registro 4320""",1006295,5,M,33,0,COL,Hotel
"""Registro 4321""",1004372,4,F,29,1,AR,Hotel
"""Registro 4322""",1012619,3,F,39,0,COL,AirBnB
"""Registro 4323""",1006429,2,F,44,0,UK,Hotel
"""Registro 4324""",1013542,3,M,40,0,NL,Hotel
"""Registro 4325""",1005585,5,F,39,1,IT,Hotel
"""Registro 4326""",1010361,2,F,<NA>,1,NL,AirBnB
"""Registro 4327""",1007848,4,F,37,<NA>,NL,AirBnB
"""Registro 4328""",1013485,3,M,46,0,IT,AirBnB
"""Registro 4329""",1002333,7,F,43,0,<NA>,Hotel
"""Registro 4330""",1000009,4,M,46,0,COL,AirBnB
"""Registro 4331""",1008804,4,F,<NA>,1,COL,Hotel
"""Registro 4332""",1008798,2,M,50,1,PE,AirBnB
"""Registro 4333""",1008015,6,F,45,1,US,AirBnB
"""Registro 4334""",1006410,3,M,<NA>,1,ES,AirBnB
"""Registro 4335""",1005892,4,F,<NA>,1,PE,AirBnB
"""Registro 4336""",1004837,4,F,40,1,COL,Hotel
"""Registro 4337""",1001743,1,F,43,1,COL,Hotel
"""Registro 4338""",1004310,4,F,44,0,UK,Hotel
"""Registro 4339""",1004645,8,M,38,1,PE,AirBnB
"""Registro 4340""",1009070,4,M,40,1,ES,AirBnB
"""Registro 4341""",1003552,1,F,41,0,COL,Hotel
"""Registro 4342""",1001514,5,F,37,<NA>,IT,Hotel
"""Registro 4343""",1005236,1,F,46,1,AR,AirBnB
"""Registro 4344""",1013735,4,M,46,0,US,AirBnB
"""Registro 4345""",1007542,5,F,42,1,US,AirBnB
"""Registro 4346""",1002352,3,M,43,0,PE,AirBnB
"""Registro 4347""",1003962,4,M,38,0,IT,Hotel
"""Registro 4348""",1011872,7,M,46,0,NL,AirBnB
"""Registro 4349""",1012007,5,F,40,0,<NA>,AirBnB
"""Registro 4350""",1005333,7,F,46,1,<NA>,AirBnB
"""Registro 4351""",1007781,3,F,42,1,IT,AirBnB
"""Registro 4352""",1011513,4,M,52,<NA>,NL,Hotel
"""Registro 4353""",1011170,3,M,36,0,COL,Hotel
"""Registro 4354""",1004053,4,F,39,<NA>,COL,AirBnB
"""Registro 4355""",1013915,5,M,41,0,US,AirBnB
"""Registro 4356""",1004226,2,M,32,0,ES,Hotel
"""Registro 4357""",1000329,6,M,<NA>,1,UK,AirBnB
"""Registro 4358""",1010030,2,F,40,1,PE,Hotel
"""Registro 4359""",1003285,4,M,42,1,UK,Hotel
"""Registro 4360""",1006385,1,M,29,<NA>,COL,AirBnB
"""Registro 4361""",1003249,4,M,46,1,UK,Hotel
"""Registro 4362""",1010699,4,F,36,0,ES,AirBnB
"""Registro 4363""",1013645,5,M,41,0,ES,AirBnB
"""Registro 4364""",1002851,3,F,35,0,UK,AirBnB
"""Registro 4365""",1010634,6,M,<NA>,1,US,Hotel
"""Registro 4366""",1011978,3,M,27,<NA>,UK,Hotel
"""Registro 4367""",1010837,2,M,40,0,COL,Hotel
"""Registro 4368""",1010598,5,F,34,0,AR,AirBnB
"""Registro 4369""",1013074,2,F,48,1,ES,AirBnB
"""Registro 4370""",1011782,5,M,35,0,UK,Hotel
"""Registro 4371""",1005191,7,F,43,0,IT,Hotel
"""Registro 4372""",1014048,5,F,33,0,US,AirBnB
"""Registro 4373""",1001906,3,M,41,<NA>,PE,Hotel
"""Registro 4374""",1003033,3,F,<NA>,1,NL,AirBnB
"""Registro 4375""",1005900,4,F,44,0,UK,Hotel
"""Registro 4376""",1011272,3,M,45,0,AR,AirBnB
"""Registro 4377""",1012663,3,F,44,<NA>,UK,AirBnB
"""Registro 4378""",1007737,4,M,38,1,ES,AirBnB
"""Registro 4379""",1010906,3,M,46,0,IT,AirBnB
"""Registro 4380""",1012236,5,M,41,0,UK,AirBnB
"""Registro 4381""",1011668,4,F,39,0,NL,AirBnB
"""Registro 4382""",1006093,6,F,36,0,NL,AirBnB
"""Registro 4383""",1010722,6,M,42,1,IT,Hotel
"""Registro 4384""",1010398,4,M,38,1,IT,AirBnB
"""Registro 4385""",1010872,2,M,38,0,<NA>,Hotel
"""Registro 4386""",1013103,4,M,40,0,<NA>,AirBnB
"""Registro 4387""",1006480,2,M,35,0,NL,Hotel
"""Registro 4388""",1009250,4,M,35,1,COL,AirBnB
"""Registro 4389""",1005099,6,F,30,<NA>,ES,Hotel
"""Registro 4390""",1011258,2,M,25,1,COL,Hotel
"""Registro 4391""",1007191,4,F,36,1,UK,Hotel
"""Registro 4392""",1008906,2,F,44,1,UK,AirBnB
"""Registro 4393""",1001145,4,M,45,1,COL,Hotel
"""Registro 4394""",1013000,3,F,42,0,<NA>,Hotel
"""Registro 4395""",1012909,3,F,39,1,US,Hotel
"""Registro 4396""",1004016,2,M,51,1,UK,Hotel
"""Registro 4397""",1010871,5,F,42,0,ES,Hotel
"""Registro 4398""",1005847,4,F,38,<NA>,NL,Hotel
"""Registro 4399""",1001046,4,F,50,0,COL,Hotel
"""Registro 4400""",1005652,7,F,33,1,UK,Hotel
"""Registro 4401""",1002523,3,M,44,1,UK,Hotel
"""Registro 4402""",1012837,7,M,41,0,IT,AirBnB
"""Registro 4403""",1008768,5,F,40,0,<NA>,AirBnB
"""Registro 4404""",1001643,4,F,36,1,COL,Hotel
"""Registro 4405""",1001123,6,F,42,0,COL,Hotel
"""Registro 4406""",1008326,5,F,40,0,<NA>,AirBnB
"""Registro 4407""",1001128,2,M,46,1,COL,Hotel
"""Registro 4408""",1001113,2,M,35,1,ES,AirBnB
"""Registro 4409""",1000379,3,F,29,1,NL,Hotel
"""Registro 4410""",1013314,5,F,36,0,ES,AirBnB
"""Registro 4411""",1007861,3,M,42,0,NL,AirBnB
"""Registro 4412""",1014071,4,F,43,0,<NA>,Hotel
"""Registro 4413""",1001951,4,M,42,<NA>,AR,AirBnB
"""Registro 4414""",1013826,3,F,37,0,IT,AirBnB
"""Registro 4415""",1000788,8,F,40,1,COL,Hotel
"""Registro 4416""",1004445,4,M,40,1,PE,AirBnB
"""Registro 4417""",1000542,5,F,43,1,NL,Hotel
"""Registro 4418""",1003925,4,M,45,1,IT,Hotel
"""Registro 4419""",1010364,2,F,39,0,NL,Hotel
"""Registro 4420""",1003660,7,M,35,0,IT,Hotel
"""Registro 4421""",1005444,3,M,42,0,AR,AirBnB
"""Registro 4422""",1009445,4,F,47,1,<NA>,AirBnB
"""Registro 4423""",1003418,7,M,46,<NA>,ES,AirBnB
"""Registro 4424""",1002206,8,M,47,1,NL,Hotel
"""Registro 4425""",1011901,4,M,38,0,AR,Hotel
"""Registro 4426""",1007695,2,F,40,0,AR,Hotel
"""Registro 4427""",1009500,4,F,48,0,AR,AirBnB
"""Registro 4428""",1008316,4,M,36,1,IT,AirBnB
"""Registro 4429""",1012434,6,F,30,1,<NA>,Hotel
"""Registro 4430""",1009431,3,M,43,<NA>,NL,AirBnB
"""Registro 4431""",1009692,1,F,43,1,US,AirBnB
"""Registro 4432""",1002492,4,F,40,0,NL,AirBnB
"""Registro 4433""",1005491,4,F,36,1,PE,Hotel
"""Registro 4434""",1011626,6,F,42,0,US,Hotel
"""Registro 4435""",1011614,2,M,45,0,PE,AirBnB
"""Registro 4436""",1013271,3,M,43,<NA>,US,AirBnB
"""Registro 4437""",1010204,3,F,44,1,<NA>,AirBnB
"""Registro 4438""",1014090,3,F,38,0,AR,AirBnB
"""Registro 4439""",1004000,1,F,31,0,NL,AirBnB
"""Registro 4440""",1010239,5,F,<NA>,<NA>,<NA>,Hotel
"""Registro 4441""",1002759,4,M,52,0,<NA>,AirBnB
"""Registro 4442""",1005066,5,F,<NA>,0,NL,Hotel
"""Registro 4443""",1007232,4,M,36,<NA>,NL,AirBnB
"""Registro 4444""",1008353,4,F,33,1,UK,Hotel
"""Registro 4445""",1007354,2,M,48,0,ES,AirBnB
"""Registro 4446""",1013586,3,F,36,1,<NA>,Hotel
"""Registro 4447""",1005104,7,M,38,1,UK,AirBnB
"""Registro 4448""",1006861,5,F,31,<NA>,PE,AirBnB
"""Registro 4449""",1001197,4,M,41,<NA>,UK,Hotel
"""Registro 4450""",1003021,2,M,48,0,AR,AirBnB
"""Registro 4451""",1001720,3,F,40,0,PE,AirBnB
"""Registro 4452""",1003847,5,M,44,<NA>,<NA>,AirBnB
"""Registro 4453""",1001860,5,F,42,1,<NA>,AirBnB
"""Registro 4454""",1010877,3,F,39,<NA>,NL,Hotel
"""Registro 4455""",1003028,5,F,39,0,ES,AirBnB
"""Registro 4456""",1010706,5,F,37,<NA>,US,AirBnB
"""Registro 4457""",1011530,3,F,32,0,NL,AirBnB
"""Registro 4458""",1012490,4,F,37,1,PE,Hotel
"""Registro 4459""",1009021,5,F,38,0,US,AirBnB
"""Registro 4460""",1013238,5,M,55,0,COL,AirBnB
"""Registro 4461""",1009682,3,M,45,0,<NA>,AirBnB
"""Registro 4462""",1007921,7,M,43,1,UK,Hotel
"""Registro 4463""",1010539,4,F,36,1,US,Hotel
"""Registro 4464""",1000606,6,M,<NA>,0,AR,Hotel
"""Registro 4465""",1011798,5,F,44,<NA>,NL,AirBnB
"""Registro 4466""",1011756,6,M,34,0,<NA>,Hotel
"""Registro 4467""",1010795,4,F,37,0,UK,AirBnB
"""Registro 4468""",1013387,3,F,36,0,US,AirBnB
"""Registro 4469""",1002202,8,F,38,0,ES,Hotel
"""Registro 4470""",1004293,4,M,<NA>,<NA>,COL,Hotel
"""Registro 4471""",1004233,2,M,45,<NA>,IT,AirBnB
"""Registro 4472""",1010023,5,F,31,1,US,Hotel
"""Registro 4473""",1006101,4,F,47,0,AR,Hotel
"""Registro 4474""",1004941,6,M,43,0,IT,AirBnB
"""Registro 4475""",1007341,6,F,43,0,COL,Hotel
"""Registro 4476""",1012442,9,F,46,0,IT,Hotel
"""Registro 4477""",1005801,4,M,46,1,NL,AirBnB
"""Registro 4478""",1001135,3,M,31,1,COL,AirBnB
"""Registro 4479""",1000477,2,F,50,0,COL,Hotel
"""Registro 4480""",1002458,3,F,46,0,PE,Hotel
"""Registro 4481""",1003134,3,F,44,0,IT,Hotel
"""Registro 4482""",1000053,4,F,51,1,COL,Hotel
"""Registro 4483""",1010173,6,M,45,0,IT,AirBnB
"""Registro 4484""",1001324,9,F,36,0,PE,AirBnB
"""Registro 4485""",1008083,4,F,<NA>,0,US,Hotel
"""Registro 4486""",1002127,3,M,43,1,COL,Hotel
"""Registro 4487""",1006675,2,M,32,0,US,Hotel
"""Registro 4488""",1005970,9,M,43,1,COL,Hotel
"""Registro 4489""",1012076,3,F,42,1,UK,AirBnB
"""Registro 4490""",1004652,3,M,42,1,COL,Hotel
"""Registro 4491""",1005593,3,M,37,0,US,AirBnB
"""Registro 4492""",1006004,2,M,32,1,<NA>,AirBnB
"""Registro 4493""",1011641,7,F,<NA>,1,PE,AirBnB
"""Registro 4494""",1012388,3,F,37,0,IT,AirBnB
"""Registro 4495""",1000299,2,M,<NA>,0,COL,AirBnB
"""Registro 4496""",1009121,5,F,47,<NA>,US,AirBnB
"""Registro 4497""",1006483,3,M,35,<NA>,PE,AirBnB
"""Registro 4498""",1013348,1,F,<NA>,1,AR,Hotel
"""Registro 4499""",1010885,3,M,40,<NA>,AR,Hotel
"""Registro 4500""",1009860,3,M,32,0,US,Hotel
"""Registro 4501""",1005364,4,F,37,0,PE,AirBnB
"""Registro 4502""",1002161,3,M,35,1,IT,Hotel
"""Registro 4503""",1010235,2,F,33,1,US,Hotel
"""Registro 4504""",1010951,2,M,<NA>,1,US,Hotel
"""Registro 4505""",1010663,3,M,<NA>,0,IT,AirBnB
"""Registro 4506""",1006309,4,F,43,0,COL,Hotel
"""Registro 4507""",1007188,4,M,32,0,NL,Hotel
"""Registro 4508""",1002950,8,F,<NA>,1,ES,Hotel
"""Registro 4509""",1004097,3,M,36,0,IT,Hotel
"""Registro 4510""",1000265,3,F,43,0,ES,Hotel
"""Registro 4511""",1001665,2,M,47,<NA>,<NA>,AirBnB
"""Registro 4512""",1009199,5,M,<NA>,1,IT,AirBnB
"""Registro 4513""",1001268,4,M,33,1,US,AirBnB
"""Registro 4514""",1005024,6,F,46,<NA>,US,AirBnB
"""Registro 4515""",1013575,1,M,43,1,AR,Hotel
"""Registro 4516""",1001763,6,F,40,0,PE,Hotel
"""Registro 4517""",1005417,7,F,37,0,ES,AirBnB
"""Registro 4518""",1007030,1,F,43,0,ES,Hotel
"""Registro 4519""",1006188,2,M,41,1,AR,Hotel
"""Registro 4520""",1014084,2,F,46,1,NL,Hotel
"""Registro 4521""",1006996,4,M,41,0,UK,AirBnB
"""Registro 4522""",1000284,3,F,34,1,ES,Hotel
"""Registro 4523""",1012120,1,M,43,0,NL,Hotel
"""Registro 4524""",1000682,4,F,44,1,PE,AirBnB
"""Registro 4525""",1007799,4,M,47,1,AR,Hotel
"""Registro 4526""",1004643,3,M,37,<NA>,AR,Hotel
"""Registro 4527""",1011260,2,F,35,1,AR,Hotel
"""Registro 4528""",1014068,2,F,45,<NA>,ES,Hotel
"""Registro 4529""",1012131,3,M,<NA>,1,PE,AirBnB
"""Registro 4530""",1005708,4,M,40,1,PE,AirBnB
"""Registro 4531""",1008565,8,F,46,1,AR,Hotel
"""Registro 4532""",1004228,2,M,46,0,COL,AirBnB
"""Registro 4533""",1007151,2,F,39,0,COL,AirBnB
"""Registro 4534""",1007547,5,M,36,0,US,Hotel
"""Registro 4535""",1014077,3,F,42,<NA>,UK,AirBnB
"""Registro 4536""",1011013,5,M,41,1,US,Hotel
"""Registro 4537""",1011130,5,M,40,1,ES,AirBnB
"""Registro 4538""",1006205,4,F,35,0,PE,AirBnB
"""Registro 4539""",1012685,3,F,37,1,<NA>,Hotel
"""Registro 4540""",1004758,2,F,32,0,<NA>,AirBnB
"""Registro 4541""",1001127,3,M,39,<NA>,UK,AirBnB
